IATI-Identifier, status,location name,description,point srs name,coordinates,address
"GB-1-203348","Implementation","Machakos","Machakos,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.5166700000000000  37.2667000000000000","KE"
"GB-1-203357","Implementation","Nairobi","Nairobi,Nairobi,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.2736700000000001  36.8748999999999970","KE"
"GB-1-203357","Implementation","Mombasa","Mombasa,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -4.0573800000000002  39.6627399999999990","KE"
"GB-1-203357","Implementation","Taita-Taveta","Taita-Taveta,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -3.5071500000000002  38.3773899999999980","KE"
"GB-1-203357","Implementation","Busia","Busia,Busia,Eastern,Uganda","http://www.opengis.net/def/crs/EPSG/0/4326","  0.4683500000000000  34.0895700000000020","UG"
"GB-1-203357","Implementation","Mombasa","Mombasa,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -4.0573800000000002  39.6627399999999990","KE"
"GB-1-203439","Implementation","Nairobi","Nairobi,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.2736700000000001  36.8748999999999970","KE"
"GB-1-203439","Implementation","Machakos","Machakos,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.5166700000000000  37.2667000000000000","KE"
"GB-1-203439","Implementation","Homa Bay","Homa Bay,Nyanza,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.5526800000000000  34.4521599999999990","KE"
"GB-1-203439","Implementation","Malindi","Malindi,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -3.2298600000000000  40.1101000000000030","KE"
"GB-1-203439","Implementation","Bungoma","Bungoma,Western,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.5620500000000001  34.5617000000000020","KE"
"GB-1-203439","Implementation","Busia","Busia,Western,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.4485000000000000  34.2541300000000040","KE"
"GB-1-203439","Implementation","Kisumu","Kisumu,Nyanza,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.0985100000000000  34.7672600000000000","KE"
"GB-1-203439","Implementation","Kwale","Kwale,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -4.1753900000000002  39.4525900000000010","KE"
"GB-1-203439","Implementation","Nakuru","Nakuru,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.2911700000000000  36.0696099999999970","KE"
"GB-1-203574","Implementation","Bomet","Bomet,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.7834300000000000  35.3412000000000010","KE"
"GB-1-203574","Implementation","Narok","Narok,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.0830000000000000  35.8787000000000020","KE"
"GB-1-203574","Implementation","Kajiado","Kajiado,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.8398099999999999  36.7939999999999970","KE"
"GB-1-203574","Implementation","Nairobi","Nairobi,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.2736700000000001  36.8748999999999970","KE"
"GB-1-203574","Implementation","Naivasha","Naivasha,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.7150900000000000  36.4309200000000000","KE"
"GB-1-203574","Implementation","Isiolo","Isiolo,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.3546800000000000  37.5833000000000010","KE"
"GB-1-203574","Implementation","Makueni","Makueni,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -2.4083000000000001  37.9691400000000030","KE"
"GB-1-203574","Implementation","Tana River","Tana River,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.4948200000000000  40.0343500000000030","KE"
"GB-1-203574","Implementation","Machakos","Machakos,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.5166700000000000  37.2667000000000000","KE"
"GB-1-203574","Implementation","Pokot","Pokot,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  1.2578000000000000  35.0937100000000020","KE"
"GB-1-203574","Implementation","Wajir","Wajir,North Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  1.7511300000000001  40.0541100000000010","KE"
"GB-1-203574","Implementation","Kitui","Kitui,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -1.3700600000000001  38.0090000000000000","KE"
"GB-1-203574","Implementation","Kirinyaga","Kirinyaga,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.1438280000000000  37.3087999999999980","KE"
"GB-1-203574","Implementation","Kakamega","Kakamega,Western,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.2857100000000000  34.7511000000000010","KE"
"GB-1-203574","Implementation","Kilifi","Kilifi,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -3.6202200000000002  39.8495199999999980","KE"
"GB-1-203574","Implementation","Garissa","Garissa,North Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.4556400000000000  39.6438199999999980","KE"
"GB-1-203574","Implementation","Mandera","Mandera,North Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  3.9416600000000002  41.8419099999999990","KE"
"GB-1-203574","Implementation","Marsabit","Marsabit,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  2.3308900000000001  37.9860800000000010","KE"
"GB-1-203574","Implementation","Lamu Island","Lamu Island,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -2.2868930000000001  40.8686399999999990","KE"
"GB-1-203574","Implementation","Kwale","Kwale,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -4.1753900000000002  39.4525900000000010","KE"
"GB-1-203574","Implementation","Tharaka","Tharaka,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -0.1575000000000000  37.9776200000000020","KE"
"GB-1-203574","Implementation","Taita-Taveta","Taita-Taveta,Coast,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326"," -3.5071500000000002  38.3773899999999980","KE"
"GB-1-203574","Implementation","Vihiga","Vihiga,Western,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.0914000000000000  34.7207700000000020","KE"
"GB-1-203574","Implementation","Laikipia","Laikipia,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  0.0148100000000000  37.0785899999999980","KE"
"GB-1-204258","Implementation","Lodwar","Lodwar,Rift Valley,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  3.1227399999999998  35.6004500000000020","KE"
"GB-1-204258","Implementation","Moyale","Moyale,Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  3.5203400000000000  39.0549600000000010","KE"
"GB-1-204258","Implementation","Wajir","Wajir,North Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  1.7511300000000001  40.0541100000000010","KE"
"GB-1-204258","Implementation","Mandera","Mandera,North Eastern,Kenya","http://www.opengis.net/def/crs/EPSG/0/4326","  3.9416600000000002  41.8419099999999990","KE"
"GB-1-113990","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-113990","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-113990","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-114442","Post-completion","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-114445","Post-completion","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-200952","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-200952","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-200952","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-200983","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-201795","Post-completion","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-203259","Post-completion","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-203891","Pipeline/identification","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-203893","Implementation","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-203896","Post-completion","Montserrat","Montserrat","http://www.opengis.net/def/crs/EPSG/0/4326"," 16.7360000000000010 -62.1888200000000000","MS"
"GB-1-114178","Implementation","Myanmar","Myanmar","http://www.opengis.net/def/crs/EPSG/0/4326"," 20.3301400000000000  96.5218200000000050","MM"
"GB-1-114178","Implementation","Malawi","Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.5235800000000010  33.8354599999999980","MW"
"GB-1-114178","Implementation","Nigeria","Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.5595049999999997   8.0778809999999996","NG"
"GB-1-114178","Implementation","Nigeria","Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.5595049999999997   8.0778809999999996","NG"
"GB-1-114178","Implementation","Nigeria","Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.5595049999999997   8.0778809999999996","NG"
"GB-1-114178","Implementation","Malawi","Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.5235800000000010  33.8354599999999980","MW"
"GB-1-114178","Implementation","Myanmar","Myanmar","http://www.opengis.net/def/crs/EPSG/0/4326"," 20.3301400000000000  96.5218200000000050","MM"
"GB-1-114178","Implementation","Myanmar","Myanmar","http://www.opengis.net/def/crs/EPSG/0/4326"," 20.3301400000000000  96.5218200000000050","MM"
"GB-1-201551","Post-completion","Lilongwe","Lilongwe,Central Region,Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.8808002471922990  33.7733001708984020","MW"
"GB-1-202214","Implementation","Lilongwe","Lilongwe,Central Region,Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.8808002471922990  33.7733001708984020","MW"
"GB-1-203724","Post-completion","Lilongwe","Lilongwe,Central Region,Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.8808002471922990  33.7733001708984020","MW"
"GB-1-203811","Implementation","Lilongwe","Lilongwe,Central Region,Malawi","http://www.opengis.net/def/crs/EPSG/0/4326","-13.8808002471922990  33.7733001708984020","MW"
"GB-1-103980","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-103985","Implementation","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-103986","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-103991","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-104025","Post-completion","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-104025","Post-completion","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-113355","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-113355","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-113355","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-113355","Implementation","Maputo","Maputo","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-113417","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-113468","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-114086","Implementation","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-200340","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-200605","Post-completion","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-201958","Implementation","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8678999999999990  32.6103000000000020","MZ"
"GB-1-201958","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-201958","Implementation","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8678999999999990  32.6103000000000020","MZ"
"GB-1-202349","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-202462","Implementation","Maputo","Maputo,City of Maputo,Cidade de Maputo,Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-25.8679008483886010  32.6102981567382030","MZ"
"GB-1-202463","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-202742","Post-completion","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-203270","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-203313","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-204067","Implementation","Mozambique","Mozambique","http://www.opengis.net/def/crs/EPSG/0/4326","-17.5558599999999990  35.9556899999999970","MW"
"GB-1-104187","Implementation","Lagos","Lagos,Lagos,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.6016000000000004   3.3968600000000002","NG"
"GB-1-104190","Implementation","Kano","Kano,Kano,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 11.9878000000000000   8.4964399999999998","NG"
"GB-1-104190","Implementation","Lagos","Lagos,Lagos,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.6016000000000004   3.3968600000000002","NG"
"GB-1-104190","Implementation","Kaduna","Kaduna,Kaduna,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.5420000000000000   7.4360700000000000","NG"
"GB-1-104190","Implementation","Cross River","Cross River,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  5.8704679999999998   8.5979770000000002","NG"
"GB-1-104190","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-104200","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-104200","Implementation","Kaduna","Kaduna,Kaduna,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.5420000000000000   7.4360700000000000","NG"
"GB-1-104223","Implementation","Enugu","Enugu,Enugu,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.4478999999999997   7.5099900000000002","NG"
"GB-1-104223","Implementation","Kano","Kano,Kano,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 11.9857000000000000   8.4908400000000004","NG"
"GB-1-104223","Implementation","Katsina","Katsina,Katsina,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.9909800000000000   7.6016100000000000","NG"
"GB-1-104229","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-104229","Implementation","Enugu","Enugu,Enugu,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.4478999999999997   7.5099900000000002","NG"
"GB-1-104229","Implementation","Kaduna","Kaduna,Kaduna,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.5420000000000000   7.4360700000000000","NG"
"GB-1-104229","Implementation","Kano","Kano,Kano,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 11.9857000000000000   8.4908400000000004","NG"
"GB-1-104229","Implementation","Lagos","Lagos,Lagos,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.4547100000000004   3.3887600000000000","NG"
"GB-1-200341","Implementation","Abuja","Abuja,Federal Capital Territory,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.0630900000000008   7.4617800000000001","NG"
"GB-1-200681","Post-completion","Abuja","Abuja,Federal Capital Territory,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.0630900000000008   7.4617800000000001","NG"
"GB-1-201433","Implementation","Lagos","Lagos,Lagos,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.6016000000000004   3.3968600000000002","NG"
"GB-1-201433","Implementation","Kano","Kano,Kano,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 11.9878000000000000   8.4964399999999998","NG"
"GB-1-201433","Implementation","Zamfara","Zamfara,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.0947099999999990   6.2466210000000002","NG"
"GB-1-201433","Implementation","Kaduna","Kaduna,Kaduna,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.5420000000000000   7.4360700000000000","NG"
"GB-1-201433","Implementation","Abuja","Abuja,Federal Capital Territory,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.0630900000000008   7.4617800000000001","NG"
"GB-1-201433","Implementation","Enugu","Enugu,Enugu,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.4478999999999997   7.5099900000000002","NG"
"GB-1-201433","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-201433","Implementation","Anambra","Anambra,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.2279479999999996   6.9358409999999999","NG"
"GB-1-201433","Implementation","Minna","Minna,Niger,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  9.6125799999999995   6.5434999999999999","NG"
"GB-1-202098","Implementation","Kaduna","Kaduna,Kaduna,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.5420000000000000   7.4360700000000000","NG"
"GB-1-202098","Implementation","Kano","Kano,Kano,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 11.9878000000000000   8.4964399999999998","NG"
"GB-1-202098","Implementation","Katsina","Katsina,Katsina,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.9909800000000000   7.6016100000000000","NG"
"GB-1-202098","Implementation","Gombe","Gombe,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.3843599999999990  11.1903200000000000","NG"
"GB-1-202098","Implementation","Zamfara","Zamfara,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.0947099999999990   6.2466210000000002","NG"
"GB-1-202098","Implementation","Sokoto","Sokoto,Sokoto,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 13.0680999999999990   5.2602399999999996","NG"
"GB-1-202098","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-202098","Implementation","Bauchi","Bauchi,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.7848100000000000   9.9854800000000008","NG"
"GB-1-202098","Implementation","Gombe","Gombe,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 10.3843599999999990  11.1903200000000000","NG"
"GB-1-202678","Implementation","Lagos","Lagos,Lagos,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326","  6.6016000000000004   3.3968600000000002","NG"
"GB-1-202942","Implementation","Jigawa","Jigawa,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.2408800000000010   9.5663420000000006","NG"
"GB-1-202942","Implementation","Katsina","Katsina,Katsina,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.9909800000000000   7.6016100000000000","NG"
"GB-1-202942","Implementation","Zamfara","Zamfara,Nigeria","http://www.opengis.net/def/crs/EPSG/0/4326"," 12.0947099999999990   6.2466210000000002","NG"
"GB-1-108536","Implementation","Federal Democratic Republic of Nepal","Federal Democratic Republic of Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.0000000000000000  84.0000000000000000","NP"
"GB-1-108572","Post-completion","Federal Democratic Republic of Nepal","Federal Democratic Republic of Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.0000000000000000  84.0000000000000000","NP"
"GB-1-108608","Post-completion","Federal Democratic Republic of Nepal","Federal Democratic Republic of Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.0000000000000000  84.0000000000000000","NP"
"GB-1-114088","Post-completion","Federal Democratic Republic of Nepal","Federal Democratic Republic of Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.0000000000000000  84.0000000000000000","NP"
"GB-1-114453","Post-completion","Dhankuta","Dhankuta, Kosi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.0000000000000000  87.3333300000000040","NP"
"GB-1-114453","Post-completion","Ilam","Ilam, Mechi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 26.9166700000000000  87.9166699999999960","NP"
"GB-1-114453","Post-completion","Jhapa","Jhapa, Mechi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 26.5833300000000000  87.9166699999999960","NP"
"GB-1-114453","Post-completion","Morang","Morang, Koshi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 26.6666700000000000  87.5000000000000000","NP"
"GB-1-114453","Post-completion","Panchthar","Panchthar, Mechi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.1666700000000000  87.8333300000000040","NP"
"GB-1-114453","Post-completion","Sunsari","Sunsari, Kosi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 26.6666700000000000  87.1666699999999960","NP"
"GB-1-114453","Post-completion","Bhaktapur","Bhaktapur, Bagmati, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.6666670000000000  85.4166670000000040","NP"
"GB-1-114453","Post-completion","Chitwan","Chitwan, Narayani, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.5833330000000000  84.5000000000000000","NP"
"GB-1-114453","Post-completion","Dolakha","Dolakha, Janakpur, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.6666670000000000  86.0333329999999990","NP"
"GB-1-114453","Post-completion","Kavre","Kavre, Bagmati, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.6166670000000000  85.5499999999999970","NP"
"GB-1-114453","Post-completion","Kathmandu","Kathmandu, Bagmati, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.7016918661456020  85.3205966949462040","NP"
"GB-1-114453","Post-completion","Lalitpur","Lalitpur, Bagmati, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.6666670000000000  85.3166669999999950","NP"
"GB-1-114453","Post-completion","Sindhuli","Sindhuli, Janakpur, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.2519999999999990  85.9699999999999990","NP"
"GB-1-114453","Post-completion","Sindhupalchowk","Sindhupalchowk, Bagmati, Central, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.7666670000000020  85.7000000000000030","NP"
"GB-1-114453","Post-completion","Manang","Manang, Gandaki, Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.5519439999999990  84.2408329999999950","NP"
"GB-1-114453","Post-completion","Mustang","Mustang, Dhaulagiri, Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.7833329999999990  83.7305560000000070","NP"
"GB-1-114453","Post-completion","Parbat","Parbat, Dhaulagiri, Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.2333329999999980  83.5166669999999980","NP"
"GB-1-114453","Post-completion","Rolpa","Rolpa, Rapti, Mid-Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.3666670000000000  82.5499999999999970","NP"
"GB-1-114453","Post-completion","Rukum ","Rukum, Rapti, Mid-Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.7500000000000000  82.5833300000000040","NP"
"GB-1-114453","Post-completion","Dadeldhura","Dadeldhura, Mahakali, Far-Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 29.2500000000000000  80.4166699999999960","NP"
"GB-1-200628","Post-completion","Federal Democratic Republic of Nepal","Federal Democratic Republic of Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.0000000000000000  84.0000000000000000","NP"
"GB-1-200696","Post-completion","Ilam","Ilam, Mechi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 26.9166700000000000  87.9166699999999960","NP"
"GB-1-200696","Post-completion","Humla","Humla, Karnali, Mid Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 29.9166700000000000  81.9166699999999960","NP"
"GB-1-200696","Post-completion","Gorkha","Gorkha, Gandaki, Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 28.3333300000000000  84.8333300000000040","NP"
"GB-1-200696","Post-completion","Doti","Doti, Seti, Far Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 29.2500000000000000  80.9166699999999960","NP"
"GB-1-200696","Post-completion","Dolpa","Dolpa, Karnali, Mid Western, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 29.1666700000000000  83.0833300000000040","NP"
"GB-1-200696","Post-completion","Dhankuta","Dhankuta, Koshi, Eastern, Nepal","http://www.opengis.net/def/crs/EPSG/0/4326"," 27.0000000000000000  87.3333300000000040","NP"
