IATI-Identifier, location name, description, point srs name, coordinates
GB-1-107460,Sripur Thana,Sripur Thana, Magura, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.5926446000000000  89.3936819999999980
GB-1-107460,Sunamganj,Sunamganj, Sunamganj, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.9935920000000000  91.2891036000000040
GB-1-107460,Sundarganj,Sundarganj, Gaibandha, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.5582999999999990  89.5000000000000000
GB-1-107460,Sylhet,Sylhet, Sylhet, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8977779999999990  91.8713889999999940
GB-1-107460,Tala,Tala, Satkhira, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.7507389999999990  89.2574118999999940
GB-1-107460,Tangail,Tangail, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.2474710000000010  89.9209900000000030
GB-1-107460,Tazumuddin Upazila,Tazumuddin Upazila, Bhola, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.4150604000000020  90.8389252000000060
GB-1-107460,Teknaf,Teknaf, Cox's Bazar, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 20.8667412000000000  92.2999820999999940
GB-1-107460,Thakurgaon,Thakurgaon, Thakurgaon, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 26.0280700000000000  88.4589459999999970
GB-1-107460,Tungipara,Tungipara, Gopalganj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9073373999999990  89.8984508000000060
GB-1-107460,Ulipur,Ulipur, Kurigram, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.6578969000000010  89.6192790000000060
GB-1-107460,Ullapara Upazila,Ullapara Upazila, Sirajganj, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3571916000000000  89.5308902999999960
GB-1-107460,Uttara,Uttara, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.8728391000000000  90.3960275000000020
GB-1-107460,Wazirpur Upazila ,Wazirpur Upazila , Barisal, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8273198000000010  90.2514893000000030
GB-1-107460,Phultala,Phultala, Khulna, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9406640999999990  89.4458510000000050
GB-1-107460,Chandpur,Chandpur, Chandpur, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.2223089999999990  90.6505130000000040
GB-1-107460,Jagannathpur,Jagannathpur, Sunamganj, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.7702172999999990  91.5414435999999940
GB-1-107460,Noakhali,Noakhali, Noakhali, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5205291999999990  91.1353019999999960
GB-1-107460,Juri,Juri, Moulvibazar, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.5970955999999990  92.1143421999999960
GB-1-107460,Gaptali Model Thana,Gaptali Model Thana, Bogra, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8799227999999990  89.4483714999999930
GB-1-107460,Gobindaganj Upazila,Gobindaganj Upazila, Gaibandha, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1404178000000020  89.4363910000000000
GB-1-107460,Santhia,Santhia, Pabna, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.0867143000000010  89.5238106999999990
GB-1-107460,Bhurungamari Upazila,Bhurungamari Upazila, Kurigram, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9363959999999980  89.6908808000000020
GB-1-107460,Patengha Model Thana,Patengha Model Thana, Chittagong , Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.2701491000000010  91.7884245999999990
GB-1-107460,Sujanagar ,Sujanagar , Pabna, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.9421529000000000  89.4291400000000040
GB-1-107460,Wazirpur Upazila,Wazirpur Upazila, Barisal, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8819604000000010  90.1682270999999960
GB-1-107460,Bagerhat,Bagerhat, Bagerhat, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6554515999999990  89.7661527000000060
GB-1-107460,Aditmari ,Aditmari , Lalmonirhat, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9233316000000010  89.3477136000000060
GB-1-107460,Agailjhara,Agailjhara, Barisal , Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9666999999999990  90.1500000000000060
GB-1-107460,Alikadam Upazila,Alikadam Upazila, Bandarban, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.6008590000000000  92.4208713000000020
GB-1-107460,Amtali,Amtali, Barguna, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.1369000999999980  90.2291565000000020
GB-1-107460,Assasuni,Assasuni, Satkhira, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5282208000000000  89.1467832000000020
GB-1-107460,Astagram Upazila,Astagram Upazila, Kishoreganj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3162230000000010  91.1262274000000050
GB-1-107460,Babuganj Upazila,Babuganj Upazila, Barisal, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8340679999999980  90.3183791999999950
GB-1-107460,Badalgachhi,Badalgachhi, Naogaon, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.9684850000000010  88.9102488999999990
GB-1-107460,Bagatipara,Bagatipara, Natore, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3024019000000000  88.9641261000000010
GB-1-107460,Baghaichari,Baghaichari, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.1705732000000000  92.1990763000000020
GB-1-107460,Bagmara,Bagmara, Rajshahi, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.5969611999999990  88.8311022000000040
GB-1-107460,Bahubal Upazila,Bahubal Upazila, Habiganj, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3501347999999990  91.5402327000000040
GB-1-107460,Bakergonj,Bakergonj, Barisal, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5390799000000010  90.3373179999999960
GB-1-107460,Balaganj Thana,Balaganj Thana, Sylhet, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.6547157000000010  91.8238448999999970
GB-1-107460,Ramgonj Road,Ramgonj Road, Lakshmipur, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9753602999999980  90.8047571000000030
GB-1-107460,Ramu,Ramu, Cox's Bazar, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.4323681999999990  92.1008486000000060
GB-1-107460,Rangamati,Rangamati, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6573497999999990  92.1732707999999970
GB-1-107460,Rangpur,Rangpur, Rangpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.7503509000000010  89.2558980000000020
GB-1-107460,Rangunia,Rangunia, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.4545709000000000  92.0787770000000020
GB-1-107460,Raninagar, Thana,Raninagar, Thana, Naogaon, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.7333000000000000  88.9749999999999940
GB-1-107460,Ranisankail Upazila,Ranisankail Upazila, Thakurgaon, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9601152999999980  88.2655845000000030
GB-1-107460,Saghatta Upazila,Saghatta Upazila, Gaibandha, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1171411999999990  89.5686271000000000
GB-1-107460,Sakhipur,Sakhipur, Tangail, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3191856999999980  90.1752524999999990
GB-1-107460,Sarankhola,Sarankhola, Bagerhat, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3128433999999980  89.8481606000000000
GB-1-107460,Sariakandi,Sariakandi, Bogra, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8887731000000020  89.5709844000000000
GB-1-107460,Sarishabari,Sarishabari, Jamalpur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.6139300000000000  89.8034130000000060
GB-1-107460,Satkania,Satkania, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.1000319000000010  92.0812288999999990
GB-1-107460,Satkhira Sadar Upazila,Satkhira Sadar Upazila, Satkhira, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.7112175000000000  89.0505409000000010
GB-1-107460,Shahjadpur,Shahjadpur, Sirajganj, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.1746142000000010  89.5957281000000020
GB-1-107460,Shahrasti,Shahrasti, Chandpur, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.2321248000000010  90.9498162999999950
GB-1-107460,Shailkupa,Shailkupa, Jhinaidaha, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.6423577999999990  89.2277026000000010
GB-1-107460,Shalikha,Shalikha, Magura, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.3022260000000010  89.3760304000000050
GB-1-107460,Mulghar,Mulghar, Bagerhat, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.7532199999999990  89.7549290000000040
GB-1-107460,Munshiganj,Munshiganj, Munshiganj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.5248686999999990  90.3371889000000010
GB-1-107460,Muradnagar,Muradnagar, Comilla, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.6444894999999990  90.9271367000000050
GB-1-107460,Mymensingh,Mymensingh, Mymensingh, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.7492009999999990  90.4026180000000040
GB-1-107460,Nabinagar,Nabinagar, Brahmanbaria, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.8860122000000000  90.9701938999999980
GB-1-107460,Nachole,Nachole, Chapai Nawabganj, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.7326602000000020  88.4137278999999980
GB-1-107460,Nagarpur,Nagarpur, Tangail, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.0576706999999990  89.8762377000000040
GB-1-107460,Nageshwari,Nageshwari, Kurigram, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9642197999999990  89.6957222000000060
GB-1-107460,Naikhongchhari,Naikhongchhari, Bandarban, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.4226868999999990  92.1740386000000030
GB-1-107460,Nalchity Upazila,Nalchity Upazila, Jhalokati, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5957827000000010  90.2807868000000010
GB-1-107460,Nandail,Nandail, Mymensingh, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.5687223000000010  90.6903528999999930
GB-1-107460,Naniarchar Upazila,Naniarchar Upazila, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8453787000000010  92.0273190000000060
GB-1-107460,Naogaon,Naogaon, Naogaon, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8045200000000000  88.9352568999999990
GB-1-107460,Narail,Narail, Narail, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.1656982000000010  89.4990219000000020
GB-1-107460,Narayanganj,Narayanganj, Narayanganj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.6189989999999990  90.4980319999999950
GB-1-107460,Naria,Naria, Shariatpur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.3007600000000000  90.4150470000000010
GB-1-107460,Narsingdi,Narsingdi, Narsingdi, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.9192670999999990  90.7176491999999970
GB-1-107460,Nawabganj Upazila,Nawabganj Upazila, Dinajpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.4201269000000000  89.0776364000000030
GB-1-107460,Nazirpur,Nazirpur, Pirojpur, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.4398455000000010  90.6298922000000000
GB-1-107460,Netrokona,Netrokona, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8861010000000000  90.7291340000000020
GB-1-107460,Nilphamari,Nilphamari, Nilphamari, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9416666999999990  88.8466667000000000
GB-1-107460,Paba Upazila,Paba Upazila, Rajshahi, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.4466667999999990  88.6144838999999960
GB-1-107460,Pabna,Pabna, Pabna, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.0065800000000000  89.2441330000000050
GB-1-107460,Panchagarh,Panchagarh, Panchagarh, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 26.3328090000000010  88.5534210000000000
GB-1-107460,Panchbibi,Panchbibi, Joypurhat, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1871644000000000  89.0191281000000030
GB-1-107460,Panchhari,Panchhari, Khagrachhari, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.3024586000000010  91.8977131000000040
GB-1-107460,Panchlaish,Panchlaish, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3621872000000010  91.8342715999999940
GB-1-107460,Patharghata Upazila,Patharghata Upazila, Barguna, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.0714739999999980  89.9440060999999960
GB-1-107460,Patiya,Patiya, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.2904161999999990  91.9844827000000010
GB-1-107460,Patuakhali,Patuakhali, Patuakhali, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3542954000000020  90.3348371999999960
GB-1-107460,Phulbari,Phulbari, Dinajpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.5167000000000000  88.8833000000000060
GB-1-107460,Phulchhari,Phulchhari, Gaibandha, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1917000000000010  89.6166999999999940
GB-1-107460,Pirganj,Pirganj, Thakurgaon, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.8590909999999990  88.3555530000000000
GB-1-107460,Pirojpur,Pirojpur, Pirojpur, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5796354999999980  89.9731797999999970
GB-1-107460,Porsha,Porsha, Naogaon, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.0123433999999990  88.4960793000000050
GB-1-107460,Raipur Thana,Raipur Thana, Lakshmipur, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.0362247000000020  90.7674819000000070
GB-1-107460,Rajapur Upazila,Rajapur Upazila, Jhalokati, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5657000000000000  90.1417000000000000
GB-1-107460,Rajasthali Upazila,Rajasthali Upazila, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.4380253000000000  92.2039932999999930
GB-1-107460,Chittagong City Corporation,Chittagong City Corporation, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3425590000000010  91.8367745999999980
GB-1-107460,Comilla,Comilla, Comilla, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.4559590000000000  91.1820369000000000
GB-1-107460,Cox's Bazar,Cox's Bazar, Cox's Bazar, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.4394636000000000  92.0077316000000000
GB-1-107460,Dacope Upazila,Dacope Upazila, Khulna, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3807307999999980  89.5120083999999990
GB-1-107460,Daganbhuiyan,Daganbhuiyan, Feni, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9370525000000000  91.3029492999999950
GB-1-107460,Dakshin Sunamganj Upazila,Dakshin Sunamganj Upazila, Sunamganj, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.9208970000000000  91.4124405000000020
GB-1-107460,Damurhuda,Damurhuda, Chuadanga, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.6067377000000000  88.7758503000000020
GB-1-107460,Dashmina,Dashmina, Patuakhali, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.2800000000000010  90.5799999999999980
GB-1-107460,Daulatkhan Upazila,Daulatkhan Upazila, Bhola, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5945259999999980  90.6962853000000000
GB-1-107460,Debiganj,Debiganj, Panchagarh, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 26.1183333000000000  88.7600000000000050
GB-1-107460,Delduar,Delduar, Tangail, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.1667710000000010  89.9583970000000050
GB-1-107460,Derai,Derai, Sunamganj, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.7883382999999990  91.3541579000000040
GB-1-107460,Dhaka,Dhaka, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.7099210000000010  90.4071430000000050
GB-1-107460,Dhanmondi,Dhanmondi, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.7464653000000010  90.3760125000000020
GB-1-107460,Dhunat,Dhunat, Bogra, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.6779693999999990  89.5403278999999940
GB-1-107460,Dighinala,Dighinala, Khagrachhari, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.2408468000000000  92.0640687000000070
GB-1-107460,Dinajpur,Dinajpur, Dinajpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.6211489999999990  88.6344909999999970
GB-1-107460,Domar,Domar, Nilphamari, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 26.1063350000000010  88.8222200000000020
GB-1-107460,Durgapur Upazila,Durgapur Upazila, Rajshahi, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.4479933000000000  88.7686381999999980
GB-1-107460,Fakirhat,Fakirhat, Bagerhat, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.7752881000000010  89.7127545999999970
GB-1-107460,Faridpur,Faridpur, Faridpur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.6000000000000010  89.8499999999999940
GB-1-107460,Fatickchari Khal,Fatickchari Khal, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.7292992000000000  91.7358756000000000
GB-1-107460,Rajbari,Rajbari, Dhaka, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.7643704000000010  89.6475216000000050
GB-1-107460,Rajshahi City Corporation,Rajshahi City Corporation, Rajshahi, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.3740543000000010  88.6011345999999950
GB-1-107460,Jhineda Sadar,Jhineda Sadar, Jhenidah, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.5035558000000010  89.1455919999999940
GB-1-107460,Joydebpur,Joydebpur, Gazipur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.9917345000000000  90.4195876000000000
GB-1-107460,Joypurhat,Joypurhat, Joypurhat, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1384940000000010  89.0561531999999970
GB-1-107460,Juraichhari Upazila,Juraichhari Upazila, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6252324999999990  92.4406386999999940
GB-1-107460,Kaharole,Kaharole, Dinajpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.7937243000000010  88.6012099999999950
GB-1-107460,Kaharole Upazila,Kaharole Upazila, Dinajpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.8215743999999990  88.5758574000000040
GB-1-107460,Kalai,Kalai, Joypurhat, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.0591364000000000  89.1729806999999970
GB-1-107460,Kalapara,Kalapara, Patuakhali, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.9800000000000000  90.2300000000000040
GB-1-107460,Kalaroa,Kalaroa, Satkhira, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8583135000000010  89.0394363000000060
GB-1-107460,Kaliakair,Kaliakair, Gazipur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.0709510000000010  90.2139150999999940
GB-1-107460,Kaliganj Upazila,Kaliganj Upazila, Lalmonirhat, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9685978999999990  89.2657265999999940
GB-1-107460,Kaptai,Kaptai, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.5004063999999990  92.2162881999999940
GB-1-107460,Kathalia,Kathalia, Jhalokati, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.1333333000000000  90.3333333000000070
GB-1-107460,Katiadi Thana,Katiadi Thana, Kishorgonj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.2459071000000000  90.7937014999999970
GB-1-107460,Kawkhali,Kawkhali, Pirojpur, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6258091999999990  90.0700051000000030
GB-1-107460,Kawkhali Upazila,Kawkhali Upazila, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6788567999999980  92.0077316000000000
GB-1-107460,Kazipur ,Kazipur , Sirajganj, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.4542158000000000  89.6902209999999940
GB-1-107460,Khulna,Khulna, Khulna, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8166666999999990  89.5499999999999970
GB-1-107460,Kishoreganj,Kishoreganj, Nilphamari, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.8992600000000020  89.0306929999999990
GB-1-107460,Kotwali,Kotwali, Chittagong, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3414146000000000  91.8269573000000040
GB-1-107460,Kotwali Thana,Kotwali Thana, Rangpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.7472740000000010  89.2507429000000060
GB-1-107460,Koyra,Koyra, Khulna, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3506509000000020  89.2854671000000050
GB-1-107460,Kulaura,Kulaura, Moulvibazar, Sylhet District, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.5254644000000010  92.0346665000000000
GB-1-107460,Kumarkhali,Kumarkhali, Kushtia, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.8595814000000000  89.2395889999999950
GB-1-107460,Kushtia,Kushtia, Kushtia, Khulna Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.9031823000000010  89.0561531999999970
GB-1-107460,Lakshmipur Sadar,Lakshmipur Sadar, Lakshmipur, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.9410396000000000  90.8281156000000040
GB-1-107460,Lalmohan,Lalmohan, Bhola, Barisal Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.3410744000000000  90.7318980999999950
GB-1-107460,Lalmonirhat,Lalmonirhat, Lalmonirhat, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.9042984999999990  89.4316601000000020
GB-1-107460,Lalpur,Lalpur, Natore, Rajshahi Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.1834881999999990  88.9569465999999950
GB-1-107460,Lama,Lama, Bandarban, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 21.7937084000000000  92.1863759000000020
GB-1-107460,Langadu,Langadu, Rangamati, Chittagong Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.8993299999999990  92.1534580000000010
GB-1-107460,Louhajang,Louhajang, Munshiganj, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.4743147999999980  90.3160285999999960
GB-1-107460,Madarganj,Madarganj, Jamalpur, Dhaka Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.9069292000000000  89.7215615000000070
GB-1-107467,Barisal CC,Barisal CC, Barisal, Barisal, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 22.6999999999999990  90.3666666999999960
GB-1-107467,Bogra,Bogra, Bogra, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.8500000000000010  89.3666666999999960
GB-1-107467,Chandpur,Chandpur, Chandpur, Chittagong, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.2223089999999990  90.6505130000000040
GB-1-107467,Chapai Nawabganj,Chapai Nawabganj, Nawabganj, Rajshahi, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 24.5900900000000000  88.2709430000000030
